step,ideal-valve-2D-000029 - data/y_displacement
2,0.000100002457513626
3,0.0001000048896915295
501,0.0007935990937958382
1001,0.002748394448406244
1501,0.005458456535248568
2001,0.009480591829137186
2501,0.01519661235363967
3001,0.02006419997065745
3502,0.02397116518902165
4002,0.0280629434552917
4502,0.03465990074417225
5002,0.0441665724406326
5502,0.05648562146034097
6002,0.07178142270214316
6502,0.0899144665053957
7002,0.1107969889556412
7502,0.1335637573017544
8002,0.1572075956136137
8501,0.1803315999326048
9001,0.201919184563207
9501,0.221239606442278
10001,0.2384249084303146
10501,0.2537836543441506
11001,0.2670991991785009
11501,0.2789097991774504
12001,0.2888811819025959
12501,0.2973434148439468
13001,0.3043664217155856
13501,0.3098625386145081
14001,0.3147260364329839
14502,0.3193043982538365
15002,0.3235603114333429
15502,0.3276849275814396
16002,0.3320824957898759
16502,0.3363050964387312
17002,0.3408839890148131
17502,0.3455830684389566
18002,0.3502064261229533
18502,0.355093832297937
19002,0.3600835324083472
19502,0.3653259514409525
20002,0.3705666300433835
20502,0.3755010971920471
21002,0.3801865936156571
21502,0.3844756581668619
22002,0.3885406485950046
22502,0.3924384314169272
23002,0.3959474794093537
23502,0.399002649285828
24002,0.4017014444896511
24502,0.4039571513239958
25002,0.4057717787152623
25502,0.407111815746842
26002,0.4079360462393343
26502,0.4084205637984269
27002,0.4086643617355566
27502,0.4087146288036062
28002,0.4085875246304557
28502,0.4082668597556117
29002,0.4077256101269314
29502,0.4070057316753882
30002,0.4061991810808697
30502,0.4053376805928158
31002,0.4043287029708108
31502,0.4031852546176812
32002,0.4019854420128007
32502,0.4007668455224284
33002,0.3995548308315092
33502,0.3983686437089454
34002,0.3971814770562304
34502,0.3959382350151367
35002,0.3946404073392579
35502,0.3934654617579471
36002,0.3923907211859158
36502,0.3911470740608581
37002,0.3898194116842301
37502,0.3884648022337486
38002,0.3870116497186448
38502,0.385473044160577
39002,0.3838855256959476
39502,0.3821087434681413
40002,0.3802676970354867
40502,0.3782560222610706
41002,0.3759966524915072
41502,0.3735233171905573
42002,0.3708627063173543
42502,0.3680885698610646
43002,0.3654858328602349
43502,0.362739715066296
44002,0.3597799935182909
44502,0.3566006480078067
45002,0.3535615119297829
45502,0.3504401450918718
46002,0.3472058070263232
46502,0.3438264884925731
47002,0.3406837627867721
47502,0.3372513354751728
48002,0.3337041860803879
48502,0.3301058271890961
49002,0.3266200090839463
49502,0.3230928239648602
50002,0.319447012494953
50502,0.3159748466583704
51002,0.3120873575745512
51502,0.3080088592249134
52002,0.3041027009291452
52502,0.3003055045952118
53002,0.296210775212267
53502,0.2921976107168412
54002,0.2884736266499627
54502,0.2841942761114481
55002,0.2798839109639705
55502,0.2758195260097501
56002,0.2714153690140321
56502,0.26701206173133
57002,0.2628278809829453
57502,0.2583736051939475
58001,0.253747160438539
58501,0.2493342995002447
59001,0.2447054116313804
59501,0.2401587396568367
60001,0.2357813409320918
60501,0.2311922840428903
61001,0.2266131922813927
61501,0.22204813082734
62001,0.2172685572367675
62501,0.2128475895426095
63001,0.2083789910028714
63501,0.2037267587694139
64001,0.1994078845142174
64501,0.1949586856574431
65001,0.190519743124416
65501,0.1863705107182346
66001,0.1821102028696374
66501,0.1778306883384687
67001,0.1738398532497544
67501,0.1696330986050091
68001,0.1654818125490553
68501,0.1618024200647324
69001,0.1578656923220766
69501,0.1538420404077382
70001,0.1501671806372195
70501,0.1465136430709014
71001,0.1427825539413424
71501,0.1392406607187501
72001,0.1360245452339578
72501,0.1326738897877385
73001,0.1293287850731636
73501,0.1262487160502271
74001,0.1232945695563935
74501,0.1204521146193284
75001,0.117757495283585
75501,0.1151761702885931
76001,0.1127788351270168
76501,0.1104778676459254
77001,0.1083504260604352
77501,0.1063685951963408
78001,0.1044501613295868
78501,0.1027000798640166
79001,0.101211476461656
79501,0.09999041287786226
80001,0.09883171894156717
80501,0.09784702122677935
81001,0.09708184967037015
81501,0.0964302903448665
82001,0.095951732026477
82501,0.09572294799896974
83001,0.09570702893059513
83501,0.09588582080737929
84001,0.09628819841795166
84501,0.09689297119261331
85001,0.09765828041304248
85501,0.09857397934722611
86001,0.09972811947441407
86501,0.1011913555156
87001,0.1028150490556151
87501,0.1046321945430536
88001,0.1068157185158333
88501,0.1091709254935819
89001,0.1117526374364014
89501,0.1147902131480499
90001,0.1180620414659167
90501,0.1215047132670425
91001,0.1253048984768813
91501,0.1294206145082727
92001,0.1336745090567434
92501,0.1383725104808472
93001,0.1434320992476649
93501,0.1486402420109397
94001,0.1542723076700111
94501,0.1601064514497873
95001,0.1662420941224151
95501,0.1726310030981687
96001,0.1791765427545001
96501,0.1858775086663523
97001,0.1928262048634534
97501,0.200042622262626
98001,0.2073310131121789
98501,0.2146784242334031
99001,0.2222896850360193
99501,0.2299399008857029
100001,0.2375343350765905
100501,0.2452664224526256
101001,0.2528976719426547
101501,0.2604997233625209
102001,0.2680981593734203
102501,0.2755169262323268
103001,0.2829983521757008
103501,0.2901743198101411
104001,0.2971659532798
104501,0.3041110568955024
105001,0.310737135526049
105501,0.3172705643544939
106001,0.3235086928682428
106501,0.3296119528149336
107001,0.3353230507600925
107501,0.3408237198258156
108001,0.346252529527033
108501,0.3513609526146789
109001,0.3562261758450526
109501,0.3606635517650768
110001,0.3649884250356327
110501,0.3691974699314579
111001,0.3730174787832231
111501,0.3766862983861007
112001,0.380228191350349
112501,0.3834379665533779
113001,0.386450207913161
113501,0.3892940216729009
114001,0.3919726080891658
114501,0.3944397176567512
115001,0.3966793230821811
115501,0.3987089830394542
116001,0.4006124699163344
116501,0.4023721793349727
117001,0.4040469614862104
117501,0.4055857535086108
118001,0.406858745659557
118501,0.4078830073760386
119001,0.4088235131896315
119501,0.4097417634061032
120001,0.4106252968400063
120501,0.4114866430827809
121001,0.4123008696026426
121501,0.4129899526503539
122001,0.4135102072866971
122501,0.413891226725066
123001,0.4141798673993945
123501,0.4144049585965964
124001,0.4145900203088327
124501,0.4147477313982181
125001,0.4148634414821474
125501,0.4149097053245075
126001,0.4148661512802064
126501,0.4147226698539698
127001,0.4144751345882715
127501,0.4141263570774664
128001,0.413685334784306
128501,0.4131674751598492
129001,0.4125767075536383
129502,0.4119119652180022
130002,0.4111725755413606
130502,0.4103438590291887
131002,0.4094360883268607
131502,0.4084687917620226
132002,0.407467936383732
132502,0.4065184685625828
133002,0.4056189385148067
133502,0.4046030918348301
134002,0.4034092102632899
134502,0.4021053470867367
135002,0.4007229387565817
135502,0.3992135246895562
136002,0.3976057174309636
136502,0.3959315507754183
137002,0.3942735328322154
137502,0.3927623935760859
138002,0.3910979404536478
138502,0.3891678305386413
139002,0.3870585854425724
139502,0.3846111753042699
140002,0.3819635098104367
140502,0.3796016280863023
141002,0.377135211375455
141502,0.3744537082225684
142002,0.371631369381025
142502,0.3687522142301775
143002,0.3659557597507576
143502,0.3628931685741451
144002,0.3597463383497358
144502,0.3564368505390955
145002,0.3532815925760614
145502,0.3500494065085119
146002,0.3468409585290407
146502,0.3435697960748499
147002,0.3404840018753196
147502,0.3370528497393405
148002,0.3335425312271364
148502,0.3299813790797982
149002,0.326459643422934
149502,0.3229691621346124
150002,0.3193772498866075
150502,0.3159487852106485
151002,0.312059261035538
151502,0.307995886612317
152002,0.3040899051347482
152502,0.3002286369861408
153002,0.2960846228461816
153502,0.2920331093494982
154002,0.2882265862939274
154502,0.2839059877868167
155002,0.2795626038905622
155502,0.2754592391237977
156002,0.2710438666905807
156502,0.2666119756131807
157002,0.2624282646567851
157502,0.2579650423895806
158002,0.2533552790274834
158502,0.2489298794364855
159002,0.2443093888673092
159502,0.2398122722342234
160002,0.2354050950091885
160502,0.2308184075519942
161002,0.2262889185846414
161502,0.2217351339336163
162002,0.2169995826879373
162502,0.2126254608418908
163002,0.2082037031472007
163502,0.203594064297497
164002,0.1993058717190076
164502,0.1948586381690715
165002,0.1904323867952399
165502,0.1862858443165637
166002,0.1820238720617376
166502,0.1777411262516854
167002,0.1737392624978061
167502,0.1695495219980599
168002,0.165419500409094
168502,0.1617418979808899
169002,0.1578206387625588
169502,0.1538255158566838
170002,0.1501772965097424
170502,0.1465256021780247
171002,0.1428004942752691
171502,0.139280067120558
172002,0.1360528123006054
172502,0.1327238679472481
173002,0.1293835594546399
173502,0.1263188101306122
174002,0.1233610949636373
174502,0.1205143949883839
175002,0.1178259021705447
175502,0.1152600448484641
176002,0.1128770373052715
176502,0.1105944272591471
177002,0.108499297706533
177502,0.106532625733594
178002,0.1046129508585153
178502,0.1028650188608894
179002,0.1013645693241033
179502,0.1001447643986361
180002,0.09899728149747233
180502,0.09801107026628009
181002,0.09725571418836931
181502,0.09661463618563026
182002,0.09613437878792996
182502,0.09590491247963506
183002,0.09588487713381244
183502,0.09605497049730627
184002,0.09645003692202458
184502,0.09705471300585555
185002,0.09781954986687091
185502,0.09873272747425432
186002,0.09989924487338675
186502,0.1013727509002585
187002,0.1029754066768652
187502,0.1047895708066927
188002,0.1069731834954079
188502,0.1093190059776711
189002,0.1119123983949414
189502,0.114969998630099
190002,0.1182366983161306
190502,0.1216785157665955
191002,0.1254787529070059
191502,0.1295830169809368
192002,0.1338413071891947
192502,0.1385532903802423
193002,0.1436170374893312
193502,0.1488219743490345
194002,0.1544640844962516
194502,0.1602971303783979
195002,0.1664198744641393
195502,0.1727954052164314
196002,0.1793559496667939
196502,0.1860661018087958
197002,0.1930285397001376
197502,0.20026753601636
198002,0.2075603952749879
198502,0.2149064046626391
199002,0.2225180313090186
199502,0.230167368006624
200002,0.2377644925679147
200502,0.2454937506816445
201002,0.2531247063450749
201502,0.2607285186650402
202002,0.2683153768023566
202502,0.2757413768674731
203002,0.283215641423772
203502,0.2903771039416091
204002,0.2973614538946764
204502,0.3043126364942065
205002,0.3109442510816337
205502,0.317481533433804
206002,0.3237213469759627
206502,0.3298305059822842
207002,0.3355325431448229
207502,0.3410340987073522
208002,0.3464507298860652
208502,0.3515628031546162
209002,0.3564118293603024
209502,0.3608431419975667
210002,0.365153941794868
210502,0.3693506821309723
211002,0.3731572457246281
211502,0.3768102030684958
212002,0.3803408270463938
212502,0.3835398703406053
213002,0.3865559456551587
213502,0.3893776091009068
214002,0.392054522950296
214502,0.3945207547097781
215002,0.3967605873112222
215502,0.3987890253782492
216002,0.4006992624585525
216502,0.4024589829874626
217002,0.4041406289747104
217502,0.4056827508628235
218002,0.4069504861754106
218502,0.4079754232980733
219002,0.408926284375661
219502,0.4098547312816917
220002,0.410742064480894
220502,0.411603784631518
221002,0.4124141930530855
221502,0.4130960919983387
222002,0.4136069862609028
222502,0.4139824094845083
223002,0.4142681076525602
223502,0.4144919989120391
224002,0.4146785500667892
224502,0.4148403498727099
225002,0.4149604340574046
225502,0.4150108294211498
226002,0.4149716250404648
226502,0.4148323903738521
227002,0.4145883183273554
227502,0.4142420520751374
228002,0.4138017284639172
228502,0.4132827271537894
229002,0.412693051910776
229502,0.4120289964312501
230002,0.4112900785536001
230502,0.4104631020202606
231002,0.4095536901259106
231502,0.4085835103314727
232002,0.4075739065677711
232502,0.4066043073439921
233002,0.4056914751327222
233502,0.4046781365011288
234002,0.4034811226855065
234502,0.4021718758050769
235002,0.4007903592331131
235502,0.3992832440877768
236002,0.3976662976948083
236502,0.3959765748792005
237002,0.3943015126004995
237502,0.3927772033577986
238002,0.3911024730991154
238502,0.3891652593284026
239002,0.3870771770860338
239502,0.3846601158980981
240002,0.3820171780067599
240502,0.3796570033417316
241002,0.3771937800816202
241502,0.3745110959278136
242002,0.3716989613366514
242502,0.3688291134873573
243002,0.3660368466192853
243502,0.3629697689715355
244002,0.3598338210170612
244502,0.3565286972123708
245002,0.3533749063248771
245502,0.3501395604479242
246002,0.3469331744841727
246502,0.3436519546313991
247002,0.3405637210719522
247502,0.3371157391823912
248002,0.3336153591971894
248502,0.3300480645340816
249002,0.3265248180382369
249502,0.323024334288141
250002,0.319426349103706
250502,0.3159863275636491
251002,0.3120980065353439
251502,0.3080295390898035
252002,0.3041066575848311
252502,0.3002385741387884
253002,0.2960976854925709
253502,0.2920456476830394
254002,0.2882332846039469
254502,0.2839138968509171
255002,0.2795688348971209
255502,0.275466767169
256002,0.2710573018457502
256502,0.2666295667067059
257002,0.2624526053611503
257502,0.2580018596803016
258002,0.2533967400062026
258502,0.2489733542363092
259002,0.2443539946978749
259502,0.2398538010120496
260002,0.2354435462162464
260502,0.2308553436183448
261002,0.2263279928353327
261502,0.2217808689580026
262002,0.2170502086654332
262502,0.2126712308364124
263002,0.2082536782544752
263502,0.2036445152457537
264002,0.19934829424454
264502,0.1948943650775233
265002,0.1904602571629298
265502,0.1863013039784253
266002,0.1820286299306851
266502,0.1777318793046535
267002,0.1737189783620309
267502,0.1695322341875353
268002,0.1654106012492204
268502,0.1617353171286121
269002,0.1578185745691788
269502,0.1538342043526469
270002,0.150191420003717
270502,0.146538064425802
271002,0.1428082590931307
271502,0.1392902708993528
272002,0.1360612005761158
272502,0.1327405988642815
273002,0.1294048211495923
273502,0.1263460062344485
274002,0.1233910791783256
274502,0.1205421971972752
275002,0.1178542962023054
275502,0.1152900583646365
276002,0.1129065695705292
276502,0.1106301450513615
277002,0.1085474368259315
277502,0.1065860374620803
278002,0.1046653947510044
278502,0.1029159630569315
279002,0.1014071849955468
279502,0.1001837629723755
280002,0.09904025108020342
280502,0.09805425199042561
281002,0.09730318774014479
281502,0.09666719262002077
282002,0.09618646110463891
282502,0.0959554433043891
283002,0.09593256242566317
283502,0.09609828814630361
284002,0.09648916826795861
284502,0.09709250551804327
285002,0.09785696326194848
285502,0.09876824652083271
286002,0.09993501072360178
286502,0.1014074471753873
287002,0.1030007149444087
287502,0.1048067633213942
288002,0.1069893178480904
288502,0.1093301777649179
289002,0.1119268643597201
289502,0.1149914995819498
290002,0.1182581642004773
290502,0.1216973159322589
291002,0.1254968520820273
291502,0.1296010314623582
292002,0.1338629129960932
292502,0.13858016492212
293002,0.1436471152825997
293502,0.1488518358976015
294002,0.1544970736655734
294502,0.1603310036241657
295002,0.1664494562138424
295502,0.172820610051584
296002,0.1793891925164154
296502,0.1861056110501585
297002,0.193078841704876
297502,0.2003309960505978
298002,0.2076263321318758
298502,0.2149698121434703
299002,0.2225835465641078
299502,0.2302331793199174
300001,0.2378146286570487
